Point_ID,Latitude,Longitude,Elevation,Slope,Aspect,Curvature,TRI,TPI,Annual_Precipitation,Monsoon_Precipitation,Max_Daily_Precipitation,Antecedent_Rainfall_7d,Antecedent_Rainfall_15d,Antecedent_Rainfall_30d,Mean_Temperature,Min_Temperature,Max_Temperature,Temperature_Range,Lithology,Fault_Density,Distance_to_Fault,NDVI,Land_Use,Forest_Cover,Distance_to_Road,Road_Density,Slope_Precipitation,Elevation_Slope,Aspect_Relief,Susceptibility_Score,Susceptibility_Class
P_001229,16.181654,68.742036,4512.82,29.08,74.82,-0.1557,0.67,-5.04,2745.5,1758.5,72.8,42.6,65.1,1132.3,24.7,15.3,34.1,18.7,6,0.208,1658.7,0.812,6,0.194,3042.3,0.413,79.83,14.83,-0.1502,5.5,3
P_001230,20.832887,78.427387,2371.69,12.82,46.11,-0.0848,11.3,10.78,979.4,812.4,64.9,26.6,80.2,812.5,26.7,17.1,36.3,19.3,2,0.785,887.6,0.535,1,0.702,330.3,0.341,12.55,3.44,-0.0611,4.11,3
P_001231,31.786024,96.936299,6850.75,3.75,269.27,-0.1316,26.86,7.2,1453.2,1169.1,0.6,200.3,315.3,142.1,13.8,10.7,16.8,6.1,1,0.552,412.2,0.717,2,0.013,601.7,1.433,5.45,2.91,0.1316,2.0,1
P_001232,22.936987,73.224644,6053.54,38.01,7.06,0.0358,12.57,-4.68,306.6,219.3,140.5,196.8,583.8,51.4,5.8,2.2,9.4,7.2,8,0.086,1700.2,0.769,2,0.151,2893.4,0.285,11.65,26.0,0.0044,3.58,2
P_001233,21.075799,90.827012,8273.95,27.15,140.05,-0.1405,10.81,-2.06,1764.7,1582.7,43.1,65.4,240.7,86.2,19.6,14.0,25.3,11.2,2,0.471,1714.7,0.784,2,0.149,296.0,0.459,47.9,25.38,-0.0902,6.23,4
P_001234,28.219998,90.319323,2547.72,18.28,218.09,-0.0099,22.83,-15.19,11.7,7.6,3.0,188.6,393.3,748.8,29.5,24.8,34.3,9.4,3,1.192,2852.4,0.533,2,0.326,450.2,0.337,0.21,5.26,0.0061,4.71,3
P_001235,25.836008,75.60516,4246.72,0.37,306.82,0.0906,2.42,-6.86,1177.5,960.9,4.2,4.4,320.9,498.1,29.9,20.7,39.2,18.5,6,0.238,1784.1,0.53,2,0.315,32.9,0.015,0.44,0.18,-0.0725,0.76,0
P_001236,8.526055,74.706449,2958.34,4.14,287.06,-0.0386,37.47,2.36,882.2,564.3,67.3,9.0,39.0,64.6,33.2,23.7,42.7,19.0,3,0.864,486.6,0.494,3,0.183,220.4,0.137,3.65,1.38,0.0369,3.42,2
P_001237,17.133914,90.374829,7435.22,0.13,2.57,-0.0053,7.32,-0.89,4000.0,3464.8,110.4,13.8,129.0,2020.0,9.5,1.2,17.7,16.5,2,0.245,4429.0,0.665,4,0.317,1558.0,0.334,0.53,0.11,-0.0002,2.65,2
P_001238,11.765639,74.518195,739.21,11.12,45.47,-0.1179,37.14,12.28,2569.8,1608.2,225.5,103.6,11.0,150.8,31.6,23.1,40.0,16.9,2,1.411,3095.3,0.425,3,0.25,178.0,0.087,28.59,0.93,-0.084,5.69,4
P_001239,12.389701,88.460578,5547.48,4.85,81.85,0.0398,12.53,-9.02,390.8,237.1,119.4,139.7,128.0,1145.4,13.8,4.6,23.1,18.5,2,0.189,3724.9,0.835,4,0.025,2205.1,0.099,1.89,3.04,0.0394,2.05,1
P_001240,20.898217,73.908132,8182.01,0.3,199.83,0.0628,18.64,20.47,918.2,607.0,56.9,1.9,4.3,260.4,21.3,16.0,26.5,10.5,4,0.363,859.2,0.295,1,0.321,265.7,0.23,0.28,0.28,-0.0213,1.69,1
P_001241,10.408956,89.057479,7466.54,7.81,128.46,-0.0588,14.69,2.2,547.3,413.5,32.4,23.4,155.6,1040.8,5.8,-3.5,15.1,18.6,5,1.291,2073.2,0.71,2,0.121,1288.3,1.267,4.27,6.59,-0.046,1.27,1
P_001242,14.692829,70.164094,8847.62,17.63,319.13,0.0342,40.67,-4.05,197.1,127.8,17.5,24.4,741.1,180.4,27.8,17.3,38.4,21.1,3,0.574,228.1,0.717,4,0.133,1474.8,1.071,3.47,17.63,-0.0224,3.69,2
P_001243,8.46906,84.209926,3084.31,0.78,150.39,0.0658,31.03,2.26,2331.7,1484.1,11.8,351.6,436.8,107.3,23.6,17.5,29.8,12.3,3,0.986,2661.4,0.75,2,0.454,705.4,0.146,1.82,0.27,0.0325,3.29,2
P_001244,18.536621,96.191657,4282.09,19.07,171.75,0.1213,42.42,-5.26,89.5,61.2,35.5,38.1,306.1,48.7,28.9,20.3,37.6,17.4,2,0.211,404.0,0.874,2,0.017,1044.4,0.111,1.71,9.23,0.0174,3.5,2
P_001245,11.93527,78.446558,3443.67,21.47,165.63,0.0219,23.46,-6.83,483.5,406.5,8.4,244.4,81.3,247.2,32.9,22.8,43.0,20.2,1,0.432,743.2,0.81,2,0.006,705.6,0.082,10.38,8.36,0.0054,2.42,1
P_001246,35.034309,86.858691,2804.53,50.69,317.73,0.0401,28.0,-9.19,257.0,172.2,41.5,38.8,360.2,41.1,32.4,21.5,43.3,21.8,6,0.152,2510.2,0.919,1,0.463,335.4,0.362,13.03,16.07,-0.0269,5.78,4
P_001247,11.639633,94.868715,299.14,0.65,19.65,-0.0346,5.17,14.81,402.5,331.5,74.4,238.9,32.4,58.3,8.7,2.6,14.8,12.2,3,0.31,594.2,0.839,3,0.326,2343.5,0.726,0.26,0.02,-0.0116,0.62,0
P_001248,34.537529,90.913874,6921.32,19.08,96.19,-0.0763,42.37,-3.91,510.4,392.0,31.1,61.6,161.3,214.7,12.5,3.4,21.6,18.3,6,0.326,2096.7,0.534,3,0.173,781.3,1.143,9.74,14.92,-0.0758,2.32,1
P_001249,19.673692,95.677523,3240.1,1.53,54.97,0.1257,35.52,-12.34,2017.0,1505.9,41.9,16.7,42.8,53.8,20.4,10.2,30.7,20.5,6,0.151,3815.0,0.458,1,0.558,1708.3,0.477,3.08,0.56,0.1029,1.8,1
P_001250,16.497979,81.387173,6213.56,1.08,119.7,-0.0353,31.23,12.12,121.6,101.3,5.3,197.7,22.5,886.2,15.9,7.2,24.7,17.5,7,0.005,617.7,0.501,3,0.026,181.8,0.494,0.13,0.76,-0.0307,2.09,1
P_001251,17.789461,79.117875,5770.6,2.96,306.72,0.0512,6.42,15.76,1394.3,844.1,81.6,36.2,24.9,71.9,33.9,23.7,44.1,20.5,2,1.655,301.9,0.573,2,0.21,1024.3,0.276,4.12,1.93,-0.041,1.45,1
P_001252,16.782057,77.301049,6556.62,19.59,294.81,0.0777,12.59,7.9,128.6,106.5,5.2,402.4,416.0,305.0,15.6,7.8,23.3,15.5,6,0.706,153.0,0.551,2,0.076,1228.2,0.821,2.52,14.52,-0.0706,2.23,1
P_001253,25.887441,85.157942,3602.12,15.17,41.47,-0.0665,43.09,3.1,845.5,641.8,44.0,149.6,130.2,223.2,13.7,9.9,17.4,7.6,2,0.0,4071.6,0.436,2,0.171,455.5,1.359,12.83,6.18,-0.0441,4.36,3
P_001254,8.340159,79.332893,2297.85,11.38,100.36,-0.0315,49.5,10.84,1593.8,1126.3,4.9,110.0,260.8,52.3,21.5,9.1,33.9,24.7,2,0.18,4672.3,0.388,2,0.115,850.8,1.713,18.15,2.96,-0.031,4.46,3
P_001255,29.123149,94.52379,2142.64,18.76,215.21,0.002,13.98,8.09,583.0,388.1,12.4,63.6,446.2,85.2,13.6,2.6,24.7,22.1,2,1.641,626.5,0.543,5,0.048,120.0,1.012,10.94,4.54,-0.0011,5.66,4
P_001256,23.975893,68.854851,4350.8,18.99,9.37,-0.0015,20.67,4.15,3785.6,2980.7,59.4,50.5,165.6,314.0,27.8,16.7,38.9,22.1,5,1.951,3523.9,0.368,2,0.216,132.0,1.08,71.89,9.34,-0.0002,6.5,4
P_001257,8.530915,91.665051,4220.15,1.17,68.18,0.0765,7.61,-11.37,163.9,143.5,156.8,14.9,52.3,358.7,9.5,5.4,13.6,8.2,2,1.49,6563.7,0.62,2,0.125,101.9,0.127,0.19,0.56,0.071,2.46,1
P_001258,15.785752,80.235428,2574.07,1.43,74.87,0.0248,32.01,6.43,126.5,77.5,98.9,142.7,219.3,12.6,12.2,1.6,22.8,21.2,1,0.838,1755.3,0.674,3,0.144,477.9,0.216,0.18,0.42,0.0239,3.01,2
P_001259,35.069163,83.906798,8173.36,25.47,68.99,0.0151,6.62,1.13,23.9,21.1,32.0,35.8,145.4,692.5,8.3,2.2,14.4,12.2,2,0.915,3014.4,0.896,7,0.175,175.9,0.38,0.61,23.53,0.0141,4.67,3
P_001260,25.784112,93.874683,1861.83,31.31,336.42,-0.032,47.93,-1.84,597.5,470.2,40.2,24.0,221.5,18.9,11.1,-0.9,23.0,23.9,8,0.33,370.4,0.791,6,0.104,2244.9,0.933,18.7,6.59,0.0128,5.02,3
P_001261,8.667677,84.848713,2161.89,11.43,100.54,0.0901,26.94,-16.28,603.4,381.5,174.4,19.2,200.5,34.5,25.6,22.2,29.1,6.9,2,0.521,665.2,0.476,1,0.388,330.4,0.049,6.89,2.79,0.0885,4.12,3
P_001262,10.922086,68.730548,442.33,13.39,241.33,0.0266,31.03,-12.88,2206.3,1540.6,214.1,48.6,61.0,898.7,22.0,12.3,31.7,19.4,3,1.09,4995.4,0.564,3,0.557,2466.0,0.06,29.54,0.67,-0.0234,3.96,2
P_001263,26.9402,76.530038,8177.67,35.07,287.76,-0.2247,5.72,-0.04,1739.6,1108.0,51.3,75.0,258.9,228.6,25.8,21.7,29.9,8.2,2,1.168,799.1,0.532,7,0.572,311.0,0.692,61.01,32.42,0.214,7.16,4
P_001264,33.07656,69.835481,5667.4,18.07,68.51,0.0756,38.9,-7.86,830.8,538.0,153.9,17.6,286.6,167.1,22.2,19.2,25.2,5.9,2,0.294,2261.4,0.361,1,0.373,1392.1,0.426,15.01,11.57,0.0703,3.09,2
P_001265,35.257735,91.145553,7544.95,15.29,292.08,-0.116,45.63,-5.94,1590.6,997.7,100.8,42.9,70.8,390.5,22.1,14.2,29.9,15.8,2,1.607,5996.3,0.506,2,0.132,182.5,0.096,24.32,13.04,0.1075,5.06,3
P_001266,8.301407,85.786514,8797.96,33.0,254.05,-0.0403,14.9,13.84,551.8,344.6,50.2,19.2,287.8,84.3,11.8,-0.2,23.9,24.1,1,0.345,129.5,0.799,5,0.305,1322.8,0.081,18.21,32.82,0.0388,3.59,2
P_001267,18.126448,74.28364,2602.59,5.09,351.37,0.0798,13.87,7.13,0.6,0.4,40.3,33.6,42.9,20.4,31.3,22.8,39.8,17.0,1,0.727,2819.7,0.634,5,0.019,5883.1,0.266,0.0,1.5,-0.012,3.5,2
P_001268,10.909006,77.21252,7888.05,21.77,83.6,0.013,8.4,4.82,1019.3,749.5,85.7,42.2,415.9,668.5,25.2,20.2,30.3,10.2,8,0.398,4761.4,0.85,1,0.358,1346.0,1.187,22.19,19.41,0.0129,2.05,1
P_001269,15.050869,96.90108,2876.4,16.71,304.13,0.0166,8.76,-15.83,336.1,202.9,102.8,14.6,420.9,367.2,23.6,12.8,34.4,21.6,4,0.221,298.9,0.96,2,0.222,2713.2,0.365,5.62,5.43,-0.0138,3.53,2
P_001270,24.183009,78.637432,3540.7,40.57,80.38,0.1006,6.07,2.83,402.0,293.3,37.2,89.7,344.1,200.6,25.3,14.4,36.1,21.7,7,0.147,862.1,0.752,7,0.098,1706.1,1.193,16.31,16.23,0.0991,3.5,2
P_001271,13.67326,81.365965,7555.17,27.13,120.95,0.0316,2.37,-31.8,107.6,90.2,16.7,103.8,21.4,788.5,27.2,20.8,33.6,12.8,5,0.104,8456.6,0.841,3,0.027,538.0,0.207,2.92,23.16,0.0271,1.98,1
P_001272,16.607231,95.099588,6382.43,46.83,314.82,-0.1604,37.73,7.56,1383.0,908.1,52.2,72.4,802.3,285.3,6.2,1.0,11.3,10.3,8,1.64,2607.6,0.706,5,0.416,1959.9,0.193,64.76,33.78,0.1138,4.36,3
P_001273,27.110052,72.586743,1732.25,5.99,272.5,-0.088,1.96,17.17,225.7,143.5,24.7,33.8,209.4,1396.9,5.1,-6.4,16.7,23.0,3,0.545,3808.0,0.632,2,0.054,1313.8,0.519,1.35,1.17,0.0879,2.86,2
P_001274,22.960954,91.696019,5093.48,52.67,5.56,-0.06,49.92,8.91,489.5,368.3,79.7,143.0,81.3,156.9,24.9,13.0,36.7,23.7,3,0.218,4501.6,0.801,2,0.017,390.1,0.207,25.78,30.32,-0.0058,6.41,4
P_001275,16.013584,70.347432,3755.32,0.85,251.02,-0.0174,47.96,-12.63,240.6,161.2,12.5,37.7,20.5,904.3,31.6,22.9,40.2,17.3,1,0.815,127.6,0.848,1,0.102,667.5,0.019,0.2,0.36,0.0164,1.98,1
P_001276,25.408154,75.206198,5292.84,14.28,291.32,-0.0209,48.09,-15.44,1558.5,1391.1,131.1,94.4,61.3,565.8,25.9,17.6,34.3,16.8,5,0.475,1465.4,0.594,3,0.068,308.0,0.601,22.26,8.54,0.0195,3.19,2
P_001277,35.815343,73.996499,4120.02,71.48,335.4,-0.1352,12.11,-11.07,202.7,149.6,20.9,136.6,54.1,533.2,13.6,5.2,22.1,16.9,5,0.557,385.6,0.667,2,0.011,329.0,0.478,14.49,33.28,0.0563,3.95,2
P_001278,29.467804,75.382963,2649.09,15.34,347.48,0.0623,45.33,-11.55,743.8,517.0,55.0,3.2,89.3,119.3,11.7,7.4,16.0,8.6,6,1.552,971.5,0.786,1,0.455,2374.8,1.027,11.41,4.59,-0.0135,3.37,2
P_001279,19.121261,95.004305,1898.21,2.28,303.26,-0.0882,35.85,-3.66,2593.2,2083.1,52.7,87.4,289.5,214.9,9.0,1.1,16.9,15.8,6,0.083,507.3,0.812,1,0.419,2436.6,0.537,5.92,0.49,0.0738,1.7,1
P_001280,18.425345,78.373872,4450.12,0.51,333.59,0.0722,38.89,-10.11,2108.0,1369.6,38.5,8.7,326.7,266.6,9.8,0.1,19.4,19.4,2,0.061,1236.4,0.96,2,0.05,770.6,0.406,1.08,0.26,-0.0321,2.94,2
P_001281,26.79619,90.102751,8310.8,24.31,336.44,-0.0269,17.74,11.15,259.4,159.5,68.4,7.7,578.9,140.8,28.8,25.7,31.9,6.2,4,0.215,60.9,0.685,4,0.325,653.8,0.077,6.31,22.83,0.0108,1.7,1
P_001282,21.455653,68.262498,2118.4,6.91,42.61,-0.0521,37.74,5.48,770.7,573.3,51.8,4.5,16.4,158.3,17.5,10.7,24.3,13.6,5,0.0,6393.5,0.705,7,0.009,730.7,0.055,5.32,1.65,-0.0353,2.26,1
P_001283,10.136543,68.923912,2271.73,38.18,140.34,-0.069,3.23,5.88,969.7,821.0,114.4,79.0,69.6,46.4,25.0,19.7,30.3,10.6,7,0.465,3916.3,0.757,1,0.246,987.8,0.029,37.02,9.8,-0.0441,4.45,3
P_001284,31.721813,81.487026,5724.11,6.77,267.72,0.1408,12.71,-8.64,1536.9,1057.5,16.3,166.9,336.1,470.3,32.7,28.7,36.8,8.1,2,0.174,728.5,0.873,3,0.03,59.7,1.524,10.41,4.38,-0.1407,4.93,3
P_001285,23.368422,74.618153,1711.45,17.81,347.35,-0.045,9.15,-2.65,600.7,505.7,31.6,6.4,506.8,186.8,25.1,15.9,34.2,18.3,1,0.002,184.3,0.588,3,0.0,1244.0,0.103,10.7,3.44,0.0098,4.71,3
P_001286,8.200805,92.792511,171.65,32.83,120.14,0.0926,34.93,-6.91,528.9,398.2,43.7,34.5,975.8,534.2,13.2,4.3,22.1,17.8,3,0.984,797.8,0.903,1,0.369,490.1,0.38,17.36,0.64,0.0801,5.09,3
P_001287,17.292778,84.539307,723.93,7.08,85.5,-0.2046,31.56,-12.46,1189.1,860.9,10.0,87.2,679.3,82.0,7.1,1.9,12.2,10.3,3,0.183,3600.1,0.394,1,0.366,1308.7,0.719,8.42,0.58,-0.204,2.06,1
P_001288,23.068173,93.269568,226.78,5.71,317.7,-0.1599,11.84,2.24,438.1,324.3,85.7,73.5,145.1,130.4,28.8,18.9,38.7,19.8,2,0.193,3108.3,0.833,2,0.394,612.9,0.085,2.5,0.15,0.1076,2.0,1
P_001289,19.867738,75.98595,8759.93,7.61,283.98,-0.0335,10.53,4.2,4.8,2.9,7.7,25.2,150.1,463.6,14.4,9.5,19.2,9.8,7,0.089,2268.4,0.439,1,0.373,600.5,0.397,0.04,7.54,0.0325,1.84,1
P_001290,36.639795,93.430146,2729.11,12.03,0.11,-0.2715,20.48,5.11,299.8,247.3,18.8,260.1,117.9,731.8,23.8,11.6,36.1,24.5,6,0.65,615.4,0.721,1,0.551,777.2,0.01,3.61,3.71,-0.0005,1.74,1
P_001291,35.260577,96.027776,2695.58,4.52,37.59,0.0182,30.51,8.49,2714.4,2370.3,88.1,148.5,419.5,834.9,16.1,3.8,28.3,24.5,6,0.231,1167.0,0.312,6,0.069,1854.0,0.176,12.27,1.38,0.0111,3.47,2
P_001292,35.082064,74.353252,616.26,41.36,59.63,-0.0107,3.67,-8.19,480.2,338.8,45.8,372.5,37.2,159.7,22.6,18.4,26.8,8.4,6,0.258,5974.4,0.268,5,0.112,372.3,0.699,19.86,2.88,-0.0093,3.39,2
P_001293,8.354503,76.512783,1253.03,2.07,99.71,-0.2116,41.46,1.92,83.4,52.3,21.2,59.5,319.7,1037.5,20.9,13.5,28.4,14.9,2,0.3,5144.7,0.537,3,0.089,1987.2,1.004,0.17,0.29,-0.2086,3.24,2
P_001294,13.901741,86.076998,6340.84,2.36,303.4,0.0498,8.07,-5.32,1624.7,1047.0,23.8,15.5,63.1,1667.1,8.2,1.7,14.8,13.1,5,0.05,230.9,0.841,7,0.337,1770.2,0.013,3.84,1.69,-0.0416,0.3,0
P_001295,29.166411,79.804879,55.28,5.14,124.61,0.0084,27.18,2.43,163.1,117.0,1.8,143.4,35.5,361.0,26.0,19.8,32.1,12.3,5,0.722,407.0,0.723,1,0.278,199.1,0.068,0.84,0.03,0.0069,1.41,1
P_001296,32.400764,93.551277,4187.58,32.91,162.17,-0.0071,32.1,-4.9,1668.3,1087.8,7.0,262.6,233.5,256.5,7.8,-3.2,18.9,22.0,1,0.472,2203.3,0.519,7,0.097,166.7,0.828,54.9,15.58,-0.0022,7.94,4
P_001297,26.582187,81.447311,963.89,6.5,239.49,-0.0074,38.85,-6.63,1203.4,1054.8,34.3,263.7,87.4,869.9,28.6,16.5,40.7,24.2,6,0.194,4616.6,0.461,2,0.001,171.6,0.303,7.83,0.71,0.0064,2.91,2
P_001298,22.560762,71.771363,8757.81,8.31,182.04,-0.1665,32.38,-5.77,256.7,183.6,11.1,260.9,250.6,912.5,30.5,20.9,40.0,19.1,2,0.478,412.3,0.367,2,0.008,4381.7,0.673,2.13,8.22,0.0059,2.46,1
P_001299,10.771938,89.071589,2269.69,7.37,253.12,0.1216,45.24,5.64,880.5,560.7,36.5,197.1,154.5,550.9,21.4,13.5,29.4,15.9,2,0.112,654.0,0.577,3,0.087,1043.1,0.164,6.49,1.89,-0.1163,3.66,2
P_001300,8.96373,69.35035,8474.61,17.8,116.83,-0.0614,33.49,2.92,784.5,496.8,13.7,67.4,400.6,650.1,19.9,9.5,30.2,20.7,6,0.433,497.8,0.753,2,0.5,1388.8,0.161,13.97,17.05,-0.0548,1.99,1
P_001301,26.090908,80.638667,4697.96,66.85,118.55,0.2245,10.82,12.59,107.4,90.4,27.4,53.3,215.1,593.6,34.6,30.3,38.8,8.5,2,0.092,4254.8,0.346,1,0.401,7.6,0.148,7.18,35.49,0.1972,4.87,3
P_001302,24.003714,70.177549,5440.53,16.72,349.09,0.0151,39.67,9.05,542.4,420.7,25.8,41.1,260.1,140.8,16.4,10.2,22.6,12.3,7,0.093,960.8,0.58,1,0.141,544.0,0.191,9.07,10.28,-0.0029,2.34,1
P_001303,15.222277,77.118466,2857.83,46.64,191.96,0.028,49.81,-31.97,1272.2,1031.8,18.8,63.8,40.7,462.3,15.3,5.4,25.3,20.0,2,0.258,1274.2,0.948,2,0.207,228.6,0.382,59.34,15.07,-0.0058,7.51,4
P_001304,29.984211,84.805103,1962.68,3.49,13.32,-0.1712,11.82,-18.77,1734.0,1241.5,55.3,102.2,185.6,954.7,5.5,2.3,8.7,6.4,6,0.218,8613.5,0.666,2,0.349,424.6,0.142,6.06,0.77,-0.0394,2.77,2
P_001305,11.910653,68.999968,8739.13,16.2,279.79,0.154,19.74,6.9,588.7,421.2,8.3,140.2,48.5,156.9,25.1,22.6,27.6,5.0,6,1.147,106.0,0.226,3,0.227,1359.9,0.092,9.54,16.0,-0.1518,2.94,2
P_001306,35.754939,77.85945,6314.89,21.04,181.45,-0.039,11.71,-6.45,877.4,595.2,39.6,34.0,0.2,180.6,23.2,13.0,33.4,20.5,1,0.149,8462.0,0.846,3,0.384,384.7,0.221,18.46,15.01,0.001,4.35,3
P_001307,18.039995,94.740377,1869.69,7.12,155.51,-0.0011,38.02,-17.67,1011.3,723.5,54.7,109.6,57.0,43.8,29.1,21.3,36.9,15.6,2,0.152,2908.5,0.685,4,0.096,1768.9,0.43,7.2,1.51,-0.0005,3.2,2
P_001308,11.165459,85.011507,5605.77,32.42,309.47,0.061,34.35,9.94,3063.2,2198.0,0.2,102.1,405.1,1496.2,15.9,5.2,26.6,21.4,7,0.078,1996.6,0.84,3,0.297,1496.2,1.108,99.31,20.54,-0.0471,6.29,4
P_001309,24.322253,95.781177,6441.61,12.44,220.17,-0.0525,44.74,-7.46,3479.3,2459.4,128.8,79.2,128.2,715.3,21.4,14.3,28.4,14.1,1,0.006,1975.5,0.717,4,0.476,17.0,0.114,43.29,9.06,0.0339,4.21,3
P_001310,23.107801,84.015135,763.88,7.85,187.12,0.1716,38.57,-6.59,740.0,538.5,61.1,81.0,408.7,262.5,22.2,18.4,26.0,7.6,7,0.274,2539.3,0.544,1,0.551,683.6,0.312,5.81,0.68,-0.0213,0.33,0
P_001311,13.394921,93.313886,7373.15,8.1,259.63,-0.0869,24.92,7.12,899.4,726.0,31.9,121.3,6.7,16.7,31.9,21.9,41.9,20.0,7,0.305,1231.1,0.386,6,0.196,1777.5,0.699,7.28,6.75,0.0854,1.69,1
P_001312,33.616086,70.582208,6012.76,1.39,269.61,0.0875,31.42,0.44,189.8,122.0,8.2,66.1,24.6,53.7,12.7,10.2,15.2,5.0,2,0.482,1840.4,0.88,1,0.104,1538.5,0.488,0.26,0.95,-0.0875,1.64,1
P_001313,22.42848,93.37202,6543.22,2.64,245.72,0.195,44.92,-14.04,1268.6,1118.4,100.6,13.8,2.3,194.1,31.0,26.2,35.8,9.6,5,0.323,2741.5,0.699,1,0.18,933.8,0.139,3.35,1.95,-0.1778,0.17,0
P_001314,13.683387,85.516525,4937.19,7.83,105.98,-0.1433,21.7,-9.63,519.3,405.4,52.3,35.3,589.0,121.5,26.4,23.0,29.7,6.6,5,0.308,1683.8,0.344,1,0.371,713.9,0.787,4.06,4.37,-0.1377,0.65,0
P_001315,29.892266,85.027008,4422.76,40.17,204.94,0.1099,3.57,-0.51,1280.6,811.8,85.7,157.3,140.1,432.8,28.2,20.8,35.5,14.7,8,0.287,4451.7,0.216,5,0.125,676.4,0.236,51.45,20.08,-0.0463,3.15,2
P_001316,34.373833,84.355036,7380.57,17.42,76.54,-0.156,26.88,-3.07,428.1,349.7,138.2,123.5,87.8,366.6,31.7,26.5,36.9,10.4,1,0.07,1365.8,0.574,3,0.224,1651.3,0.746,7.46,14.53,-0.1517,3.0,2
P_001317,15.32751,69.599416,6793.35,7.91,79.13,-0.1864,34.82,-8.41,4000.0,2648.1,13.9,41.1,125.4,478.5,15.6,12.0,19.1,7.1,6,0.791,569.1,0.842,4,0.039,747.4,0.476,31.64,6.07,-0.1831,4.01,3
P_001318,13.808005,72.203531,4699.77,17.75,167.42,0.0932,32.18,14.99,610.2,546.3,7.1,134.4,109.2,851.8,26.5,18.4,34.6,16.2,8,1.218,107.5,0.864,1,0.139,816.5,1.347,10.83,9.43,0.0203,2.23,1
P_001319,24.846622,77.44662,6884.94,9.52,266.89,-0.0016,45.44,4.01,42.5,28.2,50.2,4.7,21.5,137.6,22.3,19.6,24.9,5.3,3,0.491,1030.1,0.312,3,0.025,176.1,0.249,0.4,7.41,0.0016,3.74,2
P_001320,35.327471,96.958273,896.0,13.99,146.73,0.0038,26.63,-2.52,1476.2,1313.4,38.0,40.0,557.0,181.4,32.4,21.4,43.5,22.1,4,0.565,2410.1,0.56,4,0.211,1628.4,0.26,20.66,1.42,0.0021,1.26,1
P_001321,19.638271,72.853521,2443.32,4.36,16.57,-0.0014,23.02,26.29,744.4,640.8,1.9,95.1,402.2,16.8,19.9,11.5,28.3,16.8,2,0.146,3079.8,0.595,2,0.173,420.5,0.496,3.24,1.2,-0.0004,3.08,2
P_001322,17.009507,95.145588,7376.33,12.49,202.99,-0.101,2.81,-13.38,1137.0,968.8,2.3,93.4,166.1,92.7,24.4,16.3,32.4,16.1,6,0.059,1172.6,0.619,6,0.03,1562.6,1.77,14.2,10.41,0.0394,1.05,1
P_001323,18.405922,68.59198,5456.38,18.61,143.08,-0.057,32.79,-9.31,817.9,673.2,12.3,184.5,33.9,160.1,22.7,12.9,32.6,19.7,2,1.479,2449.1,0.856,6,0.14,853.9,0.218,15.22,11.48,-0.0343,3.2,2
P_001324,34.710426,82.869888,5557.46,8.05,281.09,0.1068,5.4,-5.46,1481.2,1100.6,60.0,75.8,28.8,259.3,33.9,23.9,44.0,20.1,2,1.442,3018.7,0.949,5,0.021,64.8,0.25,11.93,5.06,-0.1048,3.31,2
P_001325,25.824784,90.59997,8148.4,0.01,225.99,0.0456,14.47,-5.95,977.7,765.1,11.6,35.5,22.7,2.1,12.2,4.5,19.8,15.3,6,0.789,144.6,0.853,2,0.057,1259.8,0.198,0.01,0.01,-0.0328,0.44,0
P_001326,16.117783,81.782873,3137.52,34.71,44.46,0.0737,40.32,14.91,938.3,740.2,164.5,9.6,22.2,200.1,19.2,14.7,23.7,9.0,1,0.011,2892.9,0.788,2,0.222,1808.4,0.187,32.57,12.31,0.0516,4.39,3
P_001327,35.802385,76.714173,3919.58,21.11,111.24,-0.088,23.42,-17.17,158.3,95.8,125.8,43.6,21.4,569.5,13.9,9.5,18.2,8.6,8,1.266,223.5,0.419,3,0.372,790.6,0.49,3.34,9.35,-0.082,2.28,1
P_001328,10.095326,85.807498,6514.95,3.0,88.64,0.0798,36.22,-24.26,557.2,352.0,53.1,110.0,60.4,14.3,25.0,15.4,34.5,19.1,1,0.591,5591.4,0.87,4,0.366,533.3,0.155,1.67,2.21,0.0798,1.38,1
P_001329,12.871173,94.360462,3777.19,30.12,57.44,-0.0392,0.88,2.68,4000.0,2488.2,31.0,210.7,342.3,254.8,23.3,14.5,32.1,17.6,1,0.168,716.2,0.572,2,0.103,285.2,0.066,120.47,12.86,-0.033,8.22,4
P_001330,28.947047,94.803109,310.99,0.22,66.03,0.0452,35.03,15.49,314.7,253.8,19.4,25.2,54.0,440.8,28.0,19.7,36.3,16.6,1,0.019,489.7,0.847,4,0.126,1948.9,0.54,0.07,0.01,0.0413,1.57,1
P_001331,11.014369,92.579763,6022.8,9.05,249.15,0.0196,30.9,-12.69,3153.1,1955.1,23.5,276.2,49.0,671.1,5.0,2.3,7.8,5.5,2,0.732,220.0,0.563,2,0.026,653.1,0.161,28.54,6.16,-0.0183,4.08,3
P_001332,18.980005,91.8251,8226.25,4.18,226.79,0.0907,44.95,4.68,757.3,677.6,176.7,70.6,156.2,440.7,16.2,7.1,25.3,18.2,4,0.018,3831.0,0.396,3,0.107,1166.6,1.677,3.16,3.88,-0.0661,0.92,0
